Date,Country,State,Market Size,Product,City,Product Line,Product Type,Type,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Marketing,Sales,Total Expenses
01/09/2019,United Kingdom,Scotland,Major Market,Colombian,Cumbernauld,Beans,Coffee,Regular,99,154,110,253,109,878,36,292,71
01/11/2019,United Kingdom,Scotland,Major Market,Darjeeling,Cumbernauld,Leaves,Tea,Regular,22,55,44,77,31,963,8,83,21
01/04/2018,United Kingdom,Scotland,Major Market,Regular Espresso,Dundee,Beans,Espresso,Regular,165,176,110,341,179,1201,50,358,76
01/06/2018,United Kingdom,Scotland,Major Market,Caffe Mocha,Dundee,Beans,Espresso,Regular,44,66,11,110,49,598,44,123,77
01/11/2018,United Kingdom,Scotland,Major Market,Green Tea,Dundee,Leaves,Tea,Regular,33,55,44,88,36,531,9,88,21
01/12/2018,United Kingdom,Scotland,Major Market,Regular Espresso,Dundee,Beans,Espresso,Regular,165,154,88,319,169,1451,47,337,73
01/12/2018,United Kingdom,Scotland,Major Market,Colombian,Dundee,Beans,Coffee,Regular,66,429,396,495,74,-3888,25,561,59
01/04/2019,United Kingdom,Scotland,Major Market,Darjeeling,Dundee,Leaves,Tea,Regular,33,55,44,88,33,902,9,88,21
01/05/2019,United Kingdom,Scotland,Major Market,Colombian,Dundee,Beans,Coffee,Regular,66,506,473,572,71,-730,24,601,54
01/06/2019,United Kingdom,Scotland,Major Market,Green Tea,Dundee,Leaves,Tea,Regular,11,33,22,44,20,526,6,49,17
01/11/2019,United Kingdom,Scotland,Major Market,Darjeeling,Dundee,Leaves,Tea,Regular,33,66,44,99,40,949,11,104,24
01/12/2019,United Kingdom,Scotland,Major Market,Colombian,Dundee,Beans,Coffee,Regular,66,429,396,495,74,-3888,25,598,59
01/01/2018,United Kingdom,Scotland,Major Market,Darjeeling,Glasgow,Leaves,Tea,Regular,110,165,132,275,105,904,29,258,42
01/01/2018,United Kingdom,Scotland,Major Market,Green Tea,Glasgow,Leaves,Tea,Regular,55,99,77,154,60,502,17,148,29
01/07/2018,United Kingdom,Scotland,Major Market,Caffe Mocha,Glasgow,Beans,Espresso,Regular,165,-88,-264,77,179,2554,162,85,200
01/09/2018,United Kingdom,Scotland,Major Market,Darjeeling,Glasgow,Leaves,Tea,Regular,110,176,143,286,110,1080,31,270,43
01/11/2018,United Kingdom,Scotland,Major Market,Caffe Mocha,Glasgow,Beans,Espresso,Regular,121,-66,-209,55,134,3724,120,68,157
01/11/2018,United Kingdom,Scotland,Major Market,Colombian,Glasgow,Beans,Coffee,Regular,242,374,253,616,274,2838,96,686,152
01/02/2019,United Kingdom,Scotland,Major Market,Darjeeling,Glasgow,Leaves,Tea,Regular,110,165,132,275,105,890,29,272,41
01/02/2019,United Kingdom,Scotland,Major Market,Green Tea,Glasgow,Leaves,Tea,Regular,88,132,99,220,85,494,24,222,37
01/03/2019,United Kingdom,Scotland,Major Market,Mint,Glasgow,Leaves,Herbal Tea,Decaf,176,-22,-88,154,236,1628,73,214,96
01/03/2019,United Kingdom,Scotland,Major Market,Darjeeling,Glasgow,Leaves,Tea,Regular,110,165,132,275,105,879,29,274,41
01/03/2019,United Kingdom,Scotland,Major Market,Regular Espresso,Glasgow,Beans,Espresso,Regular,242,319,231,561,263,1386,73,613,99
01/04/2019,United Kingdom,Scotland,Major Market,Earl Grey,Glasgow,Leaves,Tea,Regular,99,165,132,264,101,855,28,262,41
01/06/2019,United Kingdom,Scotland,Major Market,Green Tea,Glasgow,Leaves,Tea,Regular,99,165,132,264,104,619,29,251,38
01/06/2019,United Kingdom,Scotland,Major Market,Earl Grey,Glasgow,Leaves,Tea,Regular,121,198,154,319,125,987,35,302,43
01/07/2019,United Kingdom,Scotland,Major Market,Caffe Mocha,Glasgow,Beans,Espresso,Regular,165,-88,-264,77,179,2554,162,84,185
01/01/2018,United Kingdom,Scotland,Major Market,Lemon,Dundee,Leaves,Herbal Tea,Decaf,44,66,33,110,64,372,25,143,61
01/05/2018,United Kingdom,Scotland,Major Market,Regular Espresso,Dundee,Beans,Espresso,Regular,154,165,110,319,164,1272,46,328,72
01/06/2018,United Kingdom,Scotland,Major Market,Regular Espresso,Dundee,Beans,Espresso,Regular,154,165,110,319,164,1370,46,328,73
01/07/2018,United Kingdom,Scotland,Major Market,Green Tea,Dundee,Leaves,Tea,Regular,11,33,22,44,20,535,6,49,19
01/08/2018,United Kingdom,Scotland,Major Market,Lemon,Dundee,Leaves,Herbal Tea,Decaf,33,55,22,88,54,456,20,120,57
01/08/2018,United Kingdom,Scotland,Major Market,Caffe Mocha,Dundee,Beans,Espresso,Regular,33,77,22,110,41,594,37,116,69
01/09/2018,United Kingdom,Scotland,Major Market,Darjeeling,Dundee,Leaves,Tea,Regular,33,44,33,77,32,949,9,80,22
01/11/2018,United Kingdom,Scotland,Major Market,Darjeeling,Dundee,Leaves,Tea,Regular,33,66,44,99,40,949,11,97,24
01/12/2018,United Kingdom,Scotland,Major Market,Caffe Mocha,Dundee,Beans,Espresso,Regular,44,55,-11,99,52,629,47,109,80
01/04/2019,United Kingdom,Scotland,Major Market,Colombian,Dundee,Beans,Coffee,Regular,66,473,440,539,75,-383,25,609,60
01/04/2019,United Kingdom,Scotland,Major Market,Caffe Mocha,Dundee,Beans,Espresso,Regular,44,77,11,121,58,504,52,138,85
01/07/2019,United Kingdom,Scotland,Major Market,Regular Espresso,Dundee,Beans,Espresso,Regular,143,165,110,308,160,1435,44,317,66
01/08/2019,United Kingdom,Scotland,Major Market,Caffe Mocha,Dundee,Beans,Espresso,Regular,33,77,22,110,41,594,37,115,64
01/10/2019,United Kingdom,Scotland,Major Market,Lemon,Dundee,Leaves,Herbal Tea,Decaf,33,33,22,66,60,445,22,141,59
01/11/2019,United Kingdom,Scotland,Major Market,Caffe Mocha,Dundee,Beans,Espresso,Regular,55,66,0,121,58,610,52,141,84
01/01/2018,United Kingdom,England,Small Market,Caffe Mocha,Basingstoke,Beans,Espresso,Regular,55,110,88,165,74,440,22,198,48
01/01/2018,United Kingdom,England,Small Market,Decaf Espresso,Basingstoke,Beans,Espresso,Decaf,55,77,55,132,68,429,21,165,46
01/01/2018,United Kingdom,England,Small Market,Chamomile,Basingstoke,Leaves,Herbal Tea,Decaf,44,66,44,110,54,686,18,124,31
01/02/2018,United Kingdom,England,Small Market,Chamomile,Basingstoke,Leaves,Herbal Tea,Decaf,44,66,44,110,54,679,18,124,31
01/04/2018,United Kingdom,England,Small Market,Decaf Irish Cream,Basingstoke,Beans,Coffee,Decaf,44,77,66,121,42,850,11,104,25
01/03/2018,United Kingdom,England,Small Market,Chamomile,Basingstoke,Leaves,Herbal Tea,Decaf,44,66,44,110,53,673,17,121,31
01/04/2018,United Kingdom,England,Small Market,Lemon,Basingstoke,Leaves,Herbal Tea,Decaf,77,110,55,187,88,544,33,196,70
01/05/2018,United Kingdom,England,Small Market,Lemon,Basingstoke,Leaves,Herbal Tea,Decaf,77,99,44,176,85,582,32,191,70
01/05/2018,United Kingdom,England,Small Market,Colombian,Basingstoke,Beans,Coffee,Regular,55,88,66,143,48,905,14,118,27
01/08/2018,United Kingdom,England,Small Market,Caffe Mocha,Basingstoke,Beans,Espresso,Regular,44,66,44,110,52,403,16,139,42
01/11/2018,United Kingdom,England,Small Market,Chamomile,Basingstoke,Leaves,Herbal Tea,Decaf,99,132,88,231,112,608,37,255,50
01/11/2018,United Kingdom,England,Small Market,Lemon,Basingstoke,Leaves,Herbal Tea,Decaf,77,110,44,187,91,662,35,203,71
01/01/2019,United Kingdom,England,Small Market,Colombian,Basingstoke,Beans,Coffee,Regular,44,66,55,110,38,855,10,105,25
01/01/2019,United Kingdom,England,Small Market,Decaf Espresso,Basingstoke,Beans,Espresso,Decaf,55,77,55,132,68,429,21,185,48
01/03/2019,United Kingdom,England,Small Market,Colombian,Basingstoke,Beans,Coffee,Regular,44,66,55,110,37,845,10,96,22
01/04/2019,United Kingdom,England,Small Market,Lemon,Basingstoke,Leaves,Herbal Tea,Decaf,77,110,55,187,88,544,33,209,70
01/05/2019,United Kingdom,England,Small Market,Lemon,Basingstoke,Leaves,Herbal Tea,Decaf,77,99,44,176,85,582,32,189,65
01/05/2019,United Kingdom,England,Small Market,Decaf Irish Cream,Basingstoke,Beans,Coffee,Decaf,66,110,88,176,59,884,16,142,26
01/06/2019,United Kingdom,England,Small Market,Chamomile,Basingstoke,Leaves,Herbal Tea,Decaf,44,66,44,110,53,653,17,121,28
01/06/2019,United Kingdom,England,Small Market,Caffe Mocha,Basingstoke,Beans,Espresso,Regular,44,66,44,110,52,409,16,137,38
01/07/2019,United Kingdom,England,Small Market,Chamomile,Basingstoke,Leaves,Herbal Tea,Decaf,44,66,44,110,51,646,17,116,29
01/07/2019,United Kingdom,England,Small Market,Colombian,Basingstoke,Beans,Coffee,Regular,55,77,55,132,44,928,13,108,24
01/08/2019,United Kingdom,England,Small Market,Caffe Latte,Basingstoke,Beans,Espresso,Regular,33,66,11,99,49,-559,43,115,70
01/09/2019,United Kingdom,England,Small Market,Chamomile,Basingstoke,Leaves,Herbal Tea,Decaf,66,99,66,165,76,630,25,186,39
01/09/2019,United Kingdom,England,Small Market,Caffe Mocha,Basingstoke,Beans,Espresso,Regular,44,88,66,132,63,384,19,178,46
01/09/2019,United Kingdom,England,Small Market,Decaf Espresso,Basingstoke,Beans,Espresso,Decaf,33,66,44,99,51,500,16,132,40
01/10/2019,United Kingdom,England,Small Market,Colombian,Basingstoke,Beans,Coffee,Regular,77,99,88,176,53,912,15,140,27
01/11/2019,United Kingdom,England,Small Market,Lemon,Basingstoke,Leaves,Herbal Tea,Decaf,77,110,44,187,91,662,35,216,71
01/11/2019,United Kingdom,England,Small Market,Decaf Espresso,Basingstoke,Beans,Espresso,Decaf,33,66,33,99,54,500,17,141,41
01/12/2019,United Kingdom,England,Small Market,Decaf Irish Cream,Basingstoke,Beans,Coffee,Decaf,44,66,55,110,38,950,10,101,22
01/02/2018,United Kingdom,Wales,Major Market,Chamomile,Rhondda,Leaves,Herbal Tea,Decaf,11,33,33,44,25,498,7,62,19
01/05/2018,United Kingdom,Wales,Major Market,Amaretto,Rhondda,Beans,Coffee,Regular,55,77,44,132,58,398,19,136,49
01/07/2018,United Kingdom,Wales,Major Market,Decaf Irish Cream,Rhondda,Beans,Coffee,Decaf,44,55,0,99,43,569,40,105,72
01/08/2018,United Kingdom,Wales,Major Market,Lemon,Rhondda,Leaves,Herbal Tea,Decaf,11,33,33,44,25,952,7,61,19
01/08/2018,United Kingdom,Wales,Major Market,Earl Grey,Rhondda,Leaves,Tea,Regular,99,165,110,264,128,746,39,305,64
01/11/2018,United Kingdom,Wales,Major Market,Darjeeling,Rhondda,Leaves,Tea,Regular,66,110,66,176,86,878,28,217,63
01/11/2018,United Kingdom,Wales,Major Market,Amaretto,Rhondda,Beans,Coffee,Regular,55,88,55,143,65,453,21,152,51
01/12/2018,United Kingdom,Wales,Major Market,Lemon,Rhondda,Leaves,Herbal Tea,Decaf,33,44,33,77,37,957,10,91,22
01/01/2019,United Kingdom,Wales,Major Market,Amaretto,Rhondda,Beans,Coffee,Regular,66,88,55,154,66,370,21,173,53
01/02/2019,United Kingdom,Wales,Major Market,Amaretto,Rhondda,Beans,Coffee,Regular,66,88,55,154,66,362,21,164,52
01/02/2019,United Kingdom,Wales,Major Market,Colombian,Rhondda,Beans,Coffee,Regular,55,88,55,143,58,393,18,150,42
01/03/2019,United Kingdom,Wales,Major Market,Decaf Espresso,Rhondda,Beans,Espresso,Decaf,66,99,44,165,64,358,25,151,62
01/03/2019,United Kingdom,Wales,Major Market,Colombian,Rhondda,Beans,Coffee,Regular,55,77,44,132,54,387,17,142,41
01/04/2019,United Kingdom,Wales,Major Market,Lemon,Rhondda,Leaves,Herbal Tea,Decaf,22,44,44,66,33,902,9,88,21
01/04/2019,United Kingdom,Wales,Major Market,Colombian,Rhondda,Beans,Coffee,Regular,44,77,44,121,48,400,15,126,41
01/06/2019,United Kingdom,Wales,Major Market,Darjeeling,Rhondda,Leaves,Tea,Regular,99,165,99,264,123,844,40,304,70
01/08/2019,United Kingdom,Wales,Major Market,Colombian,Rhondda,Beans,Coffee,Regular,33,55,33,88,38,471,11,93,33
01/12/2019,United Kingdom,Wales,Major Market,Colombian,Rhondda,Beans,Coffee,Regular,44,55,22,99,46,479,15,119,40
01/01/2018,United Kingdom,England,Major Market,Caffe Mocha,Bristol,Beans,Espresso,Regular,77,121,99,198,98,855,27,241,39
01/01/2018,United Kingdom,England,Major Market,Decaf Irish Cream,Bristol,Beans,Coffee,Decaf,110,143,110,253,92,686,30,209,43
01/03/2018,United Kingdom,England,Major Market,Caffe Latte,Bristol,Beans,Espresso,Regular,66,99,55,165,80,208,26,198,60
01/04/2018,United Kingdom,England,Major Market,Caffe Mocha,Bristol,Beans,Espresso,Regular,77,132,110,209,101,855,28,246,40
01/04/2018,United Kingdom,England,Major Market,Lemon,Bristol,Leaves,Herbal Tea,Decaf,44,66,33,110,48,400,15,118,41
01/07/2018,United Kingdom,England,Major Market,Decaf Irish Cream,Bristol,Beans,Coffee,Decaf,110,154,121,264,96,621,31,219,46
01/09/2018,United Kingdom,England,Major Market,Decaf Irish Cream,Bristol,Beans,Coffee,Decaf,77,99,77,176,64,603,21,146,36
01/02/2019,United Kingdom,England,Major Market,Lemon,Bristol,Leaves,Herbal Tea,Decaf,44,88,55,132,58,393,18,150,42
01/09/2019,United Kingdom,England,Major Market,Decaf Espresso,Bristol,Beans,Espresso,Decaf,66,121,99,187,90,647,25,234,37
01/10/2019,United Kingdom,England,Major Market,Chamomile,Bristol,Leaves,Herbal Tea,Decaf,33,88,77,121,58,446,19,145,50
01/12/2019,United Kingdom,England,Major Market,Chamomile,Bristol,Leaves,Herbal Tea,Decaf,55,66,33,121,60,467,19,149,50
01/03/2018,United Kingdom,England,Major Market,Caffe Mocha,London,Beans,Espresso,Regular,132,176,33,308,138,770,125,328,161
01/01/2019,United Kingdom,England,Major Market,Caffe Latte,London,Beans,Espresso,Regular,231,242,165,473,251,1605,70,561,102
01/03/2019,United Kingdom,England,Major Market,Lemon,London,Leaves,Herbal Tea,Decaf,198,253,187,451,236,1016,73,548,97
01/03/2019,United Kingdom,England,Major Market,Caffe Mocha,London,Beans,Espresso,Regular,132,176,33,308,138,770,125,350,161
01/03/2019,United Kingdom,England,Major Market,Decaf Espresso,London,Beans,Espresso,Decaf,253,341,231,594,268,1386,88,665,125
01/11/2019,United Kingdom,England,Major Market,Mint,London,Leaves,Herbal Tea,Decaf,33,55,33,88,44,590,15,108,28
01/12/2019,United Kingdom,England,Major Market,Darjeeling,London,Leaves,Tea,Regular,99,143,121,242,136,1055,38,355,50
01/12/2019,United Kingdom,England,Major Market,Mint,London,Leaves,Herbal Tea,Decaf,44,55,33,99,48,585,16,117,30
01/03/2018,United Kingdom,Scotland,Major Market,Decaf Irish Cream,Cumbernauld,Beans,Coffee,Decaf,88,132,88,220,98,530,30,236,57
01/05/2018,United Kingdom,Scotland,Major Market,Decaf Irish Cream,Cumbernauld,Beans,Coffee,Decaf,110,165,110,275,126,611,39,301,65
01/06/2018,United Kingdom,Scotland,Major Market,Decaf Espresso,Cumbernauld,Beans,Espresso,Decaf,88,132,88,220,101,587,33,234,64
01/08/2018,United Kingdom,Scotland,Major Market,Decaf Irish Cream,Cumbernauld,Beans,Coffee,Decaf,121,165,110,286,128,746,39,305,65
01/01/2019,United Kingdom,Scotland,Major Market,Mint,Cumbernauld,Leaves,Herbal Tea,Decaf,55,66,44,121,76,1062,24,185,49
01/03/2019,United Kingdom,Scotland,Major Market,Caffe Mocha,Cumbernauld,Beans,Espresso,Regular,99,143,33,242,105,586,95,267,127
01/04/2019,United Kingdom,Scotland,Major Market,Chamomile,Cumbernauld,Leaves,Herbal Tea,Decaf,33,55,33,88,50,666,16,121,30
01/05/2019,United Kingdom,Scotland,Major Market,Green Tea,Cumbernauld,Leaves,Tea,Regular,55,99,77,154,59,884,16,142,26
01/09/2019,United Kingdom,Scotland,Major Market,Decaf Irish Cream,Cumbernauld,Beans,Coffee,Decaf,99,132,88,231,106,733,32,270,59
01/10/2019,United Kingdom,Scotland,Major Market,Decaf Espresso,Cumbernauld,Beans,Espresso,Decaf,77,121,99,198,95,602,31,237,62
01/12/2019,United Kingdom,Scotland,Major Market,Darjeeling,Cumbernauld,Leaves,Tea,Regular,33,44,33,77,33,971,9,88,21
01/12/2019,United Kingdom,Scotland,Major Market,Green Tea,Cumbernauld,Leaves,Tea,Regular,33,55,44,88,38,950,10,101,24
01/01/2018,United Kingdom,Wales,Small Market,Amaretto,Cardiff,Beans,Coffee,Regular,11,33,22,44,20,904,6,50,18
01/01/2018,United Kingdom,Wales,Small Market,Earl Grey,Cardiff,Leaves,Tea,Regular,231,297,176,528,270,1561,103,601,139
01/02/2018,United Kingdom,Wales,Small Market,Colombian,Cardiff,Beans,Coffee,Regular,22,44,22,66,31,1058,9,70,32
01/02/2018,United Kingdom,Wales,Small Market,Caffe Mocha,Cardiff,Beans,Espresso,Regular,22,33,22,55,21,852,6,52,19
01/03/2018,United Kingdom,Wales,Small Market,Lemon,Cardiff,Leaves,Herbal Tea,Decaf,99,154,121,253,120,644,38,294,62
01/04/2018,United Kingdom,Wales,Small Market,Darjeeling,Cardiff,Leaves,Tea,Regular,220,242,154,462,263,1611,73,526,101
01/04/2018,United Kingdom,Wales,Small Market,Decaf Irish Cream,Cardiff,Beans,Coffee,Decaf,22,33,22,55,24,676,7,54,21
01/04/2018,United Kingdom,Wales,Small Market,Lemon,Cardiff,Leaves,Herbal Tea,Decaf,110,176,132,286,136,673,43,332,70
01/05/2018,United Kingdom,Wales,Small Market,Caffe Mocha,Cardiff,Beans,Espresso,Regular,22,33,22,55,22,863,6,54,19
01/06/2018,United Kingdom,Wales,Small Market,Decaf Espresso,Cardiff,Beans,Espresso,Decaf,0,55,44,55,0,663,0,48,14
01/06/2018,United Kingdom,Wales,Small Market,Lemon,Cardiff,Leaves,Herbal Tea,Decaf,132,198,154,330,156,841,50,380,75
01/07/2018,United Kingdom,Wales,Small Market,Chamomile,Cardiff,Leaves,Herbal Tea,Decaf,275,374,264,649,321,1917,106,746,142
01/07/2018,United Kingdom,Wales,Small Market,Lemon,Cardiff,Leaves,Herbal Tea,Decaf,143,220,165,363,170,917,54,414,80
01/07/2018,United Kingdom,Wales,Small Market,Earl Grey,Cardiff,Leaves,Tea,Regular,253,319,187,572,297,2018,113,663,149
01/07/2018,United Kingdom,Wales,Small Market,Amaretto,Cardiff,Beans,Coffee,Regular,22,44,33,66,28,940,8,68,21
01/09/2018,United Kingdom,Wales,Small Market,Decaf Espresso,Cardiff,Beans,Espresso,Decaf,0,55,44,55,0,521,0,48,13
01/09/2018,United Kingdom,Wales,Small Market,Amaretto,Cardiff,Beans,Coffee,Regular,22,33,22,55,21,933,6,53,18
01/09/2018,United Kingdom,Wales,Small Market,Colombian,Cardiff,Beans,Coffee,Regular,33,44,22,77,37,1104,11,80,36
01/10/2018,United Kingdom,Wales,Small Market,Caffe Mocha,Cardiff,Beans,Espresso,Regular,22,55,55,77,26,880,7,64,19
01/11/2018,United Kingdom,Wales,Small Market,Earl Grey,Cardiff,Leaves,Tea,Regular,220,275,143,495,270,1963,103,600,140
01/12/2018,United Kingdom,Wales,Small Market,Lemon,Cardiff,Leaves,Herbal Tea,Decaf,132,187,132,319,140,913,44,344,69
01/12/2018,United Kingdom,Wales,Small Market,Decaf Irish Cream,Cardiff,Beans,Coffee,Decaf,0,22,11,22,11,654,4,27,17
01/01/2019,United Kingdom,Wales,Small Market,Darjeeling,Cardiff,Leaves,Tea,Regular,209,231,154,440,251,1605,70,561,101
01/02/2019,United Kingdom,Wales,Small Market,Decaf Espresso,Cardiff,Beans,Espresso,Decaf,0,55,44,55,0,852,0,51,13
01/02/2019,United Kingdom,Wales,Small Market,Amaretto,Cardiff,Beans,Coffee,Regular,11,33,22,44,20,900,6,53,19
01/03/2019,United Kingdom,Wales,Small Market,Decaf Irish Cream,Cardiff,Beans,Coffee,Decaf,22,33,22,55,26,679,8,64,21
01/04/2019,United Kingdom,Wales,Small Market,Lemon,Cardiff,Leaves,Herbal Tea,Decaf,110,176,132,286,136,673,43,354,70
01/04/2019,United Kingdom,Wales,Small Market,Colombian,Cardiff,Beans,Coffee,Regular,22,44,22,66,31,1061,9,72,33
01/05/2019,United Kingdom,Wales,Small Market,Chamomile,Cardiff,Leaves,Herbal Tea,Decaf,242,341,242,583,290,1577,95,668,121
01/05/2019,United Kingdom,Wales,Small Market,Darjeeling,Cardiff,Leaves,Tea,Regular,242,253,165,495,286,1715,80,568,98
01/05/2019,United Kingdom,Wales,Small Market,Amaretto,Cardiff,Beans,Coffee,Regular,22,33,22,55,22,912,6,54,18
01/06/2019,United Kingdom,Wales,Small Market,Amaretto,Cardiff,Beans,Coffee,Regular,22,44,33,66,26,928,7,63,18
01/07/2019,United Kingdom,Wales,Small Market,Colombian,Cardiff,Beans,Coffee,Regular,33,44,22,77,38,1111,11,82,33
01/08/2019,United Kingdom,Wales,Small Market,Darjeeling,Cardiff,Leaves,Tea,Regular,242,264,165,506,293,1977,82,580,102
01/08/2019,United Kingdom,Wales,Small Market,Amaretto,Cardiff,Beans,Coffee,Regular,22,44,33,66,28,937,8,69,20
01/08/2019,United Kingdom,Wales,Small Market,Colombian,Cardiff,Beans,Coffee,Regular,44,55,22,99,46,1108,14,98,36
01/09/2019,United Kingdom,Wales,Small Market,Chamomile,Cardiff,Leaves,Herbal Tea,Decaf,231,330,231,561,279,1855,92,691,128
01/09/2019,United Kingdom,Wales,Small Market,Amaretto,Cardiff,Beans,Coffee,Regular,22,33,22,55,21,933,6,57,18
01/09/2019,United Kingdom,Wales,Small Market,Decaf Irish Cream,Cardiff,Beans,Coffee,Decaf,11,22,11,33,17,660,5,41,19
01/09/2019,United Kingdom,Wales,Small Market,Caffe Mocha,Cardiff,Beans,Espresso,Regular,22,44,33,66,26,884,7,69,19
01/10/2019,United Kingdom,Wales,Small Market,Chamomile,Cardiff,Leaves,Herbal Tea,Decaf,220,308,231,528,283,1829,93,701,129
01/11/2019,United Kingdom,Wales,Small Market,Decaf Irish Cream,Cardiff,Beans,Coffee,Decaf,0,22,11,22,11,656,4,28,18
01/02/2018,United Kingdom,England,Small Market,Caffe Latte,Basingstoke,Beans,Espresso,Regular,55,88,11,143,72,377,64,171,97
01/03/2018,United Kingdom,England,Small Market,Caffe Latte,Basingstoke,Beans,Espresso,Regular,55,77,0,132,70,206,63,165,95
01/03/2018,United Kingdom,England,Small Market,Caffe Mocha,Basingstoke,Beans,Espresso,Regular,55,99,77,154,69,381,21,184,47
01/03/2018,United Kingdom,England,Small Market,Lemon,Basingstoke,Leaves,Herbal Tea,Decaf,88,110,44,198,94,524,36,208,72
01/05/2018,United Kingdom,England,Small Market,Decaf Irish Cream,Basingstoke,Beans,Coffee,Decaf,66,99,77,165,54,844,15,134,28
01/06/2018,United Kingdom,England,Small Market,Colombian,Basingstoke,Beans,Coffee,Regular,66,99,77,165,54,857,15,134,27
01/05/2018,United Kingdom,England,Small Market,Decaf Espresso,Basingstoke,Beans,Espresso,Decaf,33,66,44,99,50,451,16,121,41
01/06/2018,United Kingdom,England,Small Market,Decaf Irish Cream,Basingstoke,Beans,Coffee,Decaf,55,77,55,132,44,873,13,109,26
01/07/2018,United Kingdom,England,Small Market,Decaf Irish Cream,Basingstoke,Beans,Coffee,Decaf,66,110,88,176,59,884,16,143,28
01/06/2018,United Kingdom,England,Small Market,Decaf Espresso,Basingstoke,Beans,Espresso,Decaf,33,55,33,88,44,488,14,109,40
01/06/2018,United Kingdom,England,Small Market,Caffe Latte,Basingstoke,Beans,Espresso,Regular,44,77,11,121,59,-294,53,141,86
01/06/2018,United Kingdom,England,Small Market,Lemon,Basingstoke,Leaves,Herbal Tea,Decaf,77,99,44,176,84,638,31,186,68
01/07/2018,United Kingdom,England,Small Market,Colombian,Basingstoke,Beans,Coffee,Regular,77,121,99,198,65,927,18,159,30
01/08/2018,United Kingdom,England,Small Market,Decaf Irish Cream,Basingstoke,Beans,Coffee,Decaf,77,121,99,198,65,957,18,159,30
01/08/2018,United Kingdom,England,Small Market,Colombian,Basingstoke,Beans,Coffee,Regular,55,77,55,132,44,928,13,109,26
01/07/2018,United Kingdom,England,Small Market,Chamomile,Basingstoke,Leaves,Herbal Tea,Decaf,44,66,44,110,51,646,17,117,31
01/07/2018,United Kingdom,England,Small Market,Lemon,Basingstoke,Leaves,Herbal Tea,Decaf,77,99,44,176,84,675,31,186,69
01/09/2018,United Kingdom,England,Small Market,Decaf Irish Cream,Basingstoke,Beans,Coffee,Decaf,66,88,66,154,53,918,15,131,28
01/09/2018,United Kingdom,England,Small Market,Chamomile,Basingstoke,Leaves,Herbal Tea,Decaf,66,99,66,165,76,630,25,175,39
01/09/2018,United Kingdom,England,Small Market,Caffe Latte,Basingstoke,Beans,Espresso,Regular,55,77,0,132,69,-675,62,164,94
01/10/2018,United Kingdom,England,Small Market,Caffe Latte,Basingstoke,Beans,Espresso,Regular,33,66,11,99,66,-839,60,159,92
01/10/2018,United Kingdom,England,Small Market,Decaf Espresso,Basingstoke,Beans,Espresso,Decaf,22,44,44,66,51,494,16,125,41
01/09/2018,United Kingdom,England,Small Market,Colombian,Basingstoke,Beans,Coffee,Regular,55,99,77,154,54,930,15,132,28
01/01/2019,United Kingdom,England,Small Market,Chamomile,Basingstoke,Leaves,Herbal Tea,Decaf,44,66,44,110,54,686,18,138,32
01/01/2019,United Kingdom,England,Small Market,Lemon,Basingstoke,Leaves,Herbal Tea,Decaf,88,110,44,198,94,544,36,235,75
01/01/2019,United Kingdom,England,Small Market,Decaf Irish Cream,Basingstoke,Beans,Coffee,Decaf,44,66,55,110,37,855,10,101,24
01/02/2019,United Kingdom,England,Small Market,Chamomile,Basingstoke,Leaves,Herbal Tea,Decaf,44,66,44,110,54,679,18,131,31
01/02/2019,United Kingdom,England,Small Market,Caffe Latte,Basingstoke,Beans,Espresso,Regular,55,88,11,143,72,377,64,182,97
01/03/2019,United Kingdom,England,Small Market,Chamomile,Basingstoke,Leaves,Herbal Tea,Decaf,44,66,44,110,53,673,17,129,31
01/04/2019,United Kingdom,England,Small Market,Caffe Mocha,Basingstoke,Beans,Espresso,Regular,44,77,55,121,54,377,17,157,43
01/05/2019,United Kingdom,England,Small Market,Colombian,Basingstoke,Beans,Coffee,Regular,55,77,55,132,44,873,13,108,24
01/06/2019,United Kingdom,England,Small Market,Lemon,Basingstoke,Leaves,Herbal Tea,Decaf,77,99,44,176,84,638,31,184,63
01/07/2019,United Kingdom,England,Small Market,Caffe Mocha,Basingstoke,Beans,Espresso,Regular,33,55,33,88,43,418,14,114,37
01/08/2019,United Kingdom,England,Small Market,Caffe Mocha,Basingstoke,Beans,Espresso,Regular,44,66,44,110,52,403,16,138,39
01/09/2019,United Kingdom,England,Small Market,Colombian,Basingstoke,Beans,Coffee,Regular,66,88,66,154,53,918,15,140,28
01/09/2019,United Kingdom,England,Small Market,Caffe Latte,Basingstoke,Beans,Espresso,Regular,55,77,0,132,69,-675,62,175,94
01/10/2019,United Kingdom,England,Small Market,Chamomile,Basingstoke,Leaves,Herbal Tea,Decaf,88,143,121,231,114,621,37,277,51
01/10/2019,United Kingdom,England,Small Market,Decaf Espresso,Basingstoke,Beans,Espresso,Decaf,22,44,44,66,51,494,16,132,41
01/11/2019,United Kingdom,England,Small Market,Colombian,Basingstoke,Beans,Coffee,Regular,55,88,66,143,52,918,15,136,27
01/11/2019,United Kingdom,England,Small Market,Caffe Latte,Basingstoke,Beans,Espresso,Regular,44,77,11,121,68,-997,61,173,94
